Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Visitor,Guest_ID,Filename,date_folder,start,end,spot,confidence,annotationid,title,uri,label,categories,types,alternateLabels,place,spot_match
11486,13 Novembre 1781,1781-01-13,HIRSCHEN,5.0,"Leonhard Fornaro von Langensee,",11486.0,4649539.txt,1781-11,823.0,832.0,Langensee,0.7951,76353.0,Lago Maggiore,http://de.wikipedia.org/wiki/Lago_Maggiore,Lago Maggiore,"['Flusssystem Tessin', 'Gewässer als Namensgeber für einen Asteroiden', 'Grenze zwischen Italien und der Schweiz', 'Lago Maggiore', 'See im Kanton Tessin', 'See in der Lombardei', 'Senke']","['http://dbpedia.org/ontology/Lake', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/NaturalPlace', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/BodyOfWater']","['Lago Maggiore', 'Langensees', 'Langensee', 'Lago Verbano', 'Lac Majeur']",1.0,1.0
11487,13 Novembre 1781,1781-01-13,HIRSCHEN,5.0,Jacob Rebishauser von Güttingen.,11487.0,4649539.txt,1781-11,852.0,865.0,von Güttingen,0.716,11061413.0,Güttingen (Adelsgeschlecht),http://de.wikipedia.org/wiki/G%C3%BCttingen_%28Adelsgeschlecht%29,Güttingen,"['Geschichte (Kanton Thurgau)', 'Güttingen', 'Schweizer Adelsgeschlecht']","['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Von Güttingen', 'Güttingen', 'Burg Moosburg']",1.0,1.0
11488,13 Novembre 1781,1781-01-13,HIRSCHEN,5.0,"Kühnhold von Nürnberg,",11488.0,4649539.txt,1781-11,880.0,888.0,Nürnberg,0.7822,3574.0,Nürnberg,http://de.wikipedia.org/wiki/N%C3%BCrnberg,Nürnberg,"['Ehemalige Kreisstadt in Bayern', 'Ehemaliger Residenzort in Bayern', 'Ersterwähnung 1050', 'Gemeinde in Bayern', 'Kreisfreie Stadt in Bayern', 'Nürnberg', 'Ort an der Pegnitz', 'Ort mit Binnenhafen', 'Reichsstadt in Bayern', 'Stadt als Namensgeber für einen Asteroiden', 'Träger des Europapreises']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Nürnberg', 'Stadt Nürnberg', 'Nürnberger', 'Noris', 'Nymphe Noris']",1.0,1.0
11491,13 Novembre 1781,1781-01-13,HIRSCHEN,5.0,"3 Landl. 3 Handw,",11491.0,4649539.txt,1781-11,568.0,573.0,Landl,0.8039,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
11493,13 Novembre 1781,1781-01-13,RAABEN,6.0,Hierholtz aus dem Schwarzwald.,11493.0,4649539.txt,1781-11,1026.0,1037.0,Schwarzwald,0.769,4595.0,Schwarzwald,http://de.wikipedia.org/wiki/Schwarzwald,Schwarzwald,"['Gebirge als Namensgeber für einen Asteroiden', 'Gebirge in Baden-Württemberg', 'Gebirge in Europa', 'Landschaft in Baden-Württemberg', 'Mittelgebirge', 'Naturraum im Schichtstufenland', 'Region in Baden-Württemberg', 'Schwarzwald']","['http://dbpedia.org/ontology/MountainRange', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/NaturalPlace', 'http://dbpedia.org/ontology/Location']","['Schwarzwald', 'Schwarzwälder', 'Südschwarzwald', 'Hochschwarzwald', 'Nordschwarzwald']",1.0,1.0
11495,13 Novembre 1781,1781-01-13,RAABEN,6.0,"Anton Primann von Augspurg f. 2, 1 Handw,",11495.0,4649539.txt,1781-11,1090.0,1098.0,Augspurg,0.6726,8787.0,Augsburg,http://de.wikipedia.org/wiki/Augsburg,Augsburg,"['Augsburg', 'Deutsche Universitätsstadt', 'Deutscher Ortsname lateinischer Herkunft', 'Ehemaliger Residenzort in Bayern', 'Gemeinde in Bayern', 'Kreisfreie Stadt in Bayern', 'Kreisstadt in Bayern', 'Reichsstadt', 'Reichsstadt in Bayern']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Augsburg', 'Augsburger', 'Stadt Augsburg', 'Reichsstadt Augsburg', 'Schleifenstraße']",1.0,1.0
11496,13 Novembre 1781,1781-01-13,RAABEN,6.0,Ein Postillion von Waldshut. 3 Landl.,11496.0,4649539.txt,1781-11,568.0,573.0,Landl,0.8039,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
11497,13 Novembre 1781,1781-01-13,LEUEN,7.0,Hr. Stöffner von Gerau f. 4. 4 Landl.,11497.0,4649539.txt,1781-11,568.0,573.0,Landl,0.8039,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
11502,13 Novembre 1781,1781-01-13,ROESSLI,8.0,2 Handw. 5 Landl.,11502.0,4649539.txt,1781-11,568.0,573.0,Landl,0.8039,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
11504,14 Novembre 1781,1781-01-14,SCHWERDT,1.0,Mr. Meyer de Bordeaux.,11504.0,4649541.txt,1781-11,68.0,76.0,Bordeaux,0.8221,37011.0,Bordeaux,http://de.wikipedia.org/wiki/Bordeaux,Bordeaux,"['Bordeaux', 'Ehemalige Hauptstadt (Frankreich)', 'Gemeindegründung 1793', 'Hauptstadt einer französischen Region', 'Hochschul- oder Universitätsstadt in Frankreich', 'Namensgeber (Marskrater)', 'Ort an der Garonne', 'Ort in Nouvelle-Aquitaine', 'Ort mit Seehafen', 'Präfektur in Frankreich', 'Stadt als Namensgeber für einen Asteroiden', 'Stadt in Frankreich', 'Träger des Europapreises', 'Welterbestätte in Europa', 'Welterbestätte in Frankreich', 'Weltkulturerbestätte']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Bordeaux', 'Burdigala', 'Bordelaiser', 'Canele']",1.0,1.0
11506,14 Novembre 1781,1781-01-14,SCHWERDT,1.0,"Pfister de Marseille,",11506.0,4649541.txt,1781-11,123.0,132.0,Marseille,0.8171,3364.0,Marseille,http://de.wikipedia.org/wiki/Marseille,Marseille,"['Antike griechische Stadt', 'Hauptstadt einer französischen Region', 'Hochschul- oder Universitätsstadt in Frankreich', 'Ionische Stadtgründung', 'Marseille', 'Ort in Provence-Alpes-Côte d’Azur', 'Ort mit Seehafen', 'Präfektur in Frankreich', 'Stadt in Frankreich', 'Wikipedia:Artikel mit Video']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Marseille', 'Massilia', 'Massalia', 'Canebière', 'Musée d’Art Contemporain']",1.0,1.0
11509,14 Novembre 1781,1781-01-14,SCHWERDT,1.0,Miller von Glarus.,11509.0,4649541.txt,1781-11,210.0,216.0,Glarus,0.8096,1913.0,Glarus,http://de.wikipedia.org/wiki/Glarus,Glarus,"['Ersterwähnung im 8. Jahrhundert', 'Glarus', 'Hauptort eines Kantons (Schweiz)', 'Ort im Kanton Glarus', 'Ortsbild von nationaler Bedeutung im Kanton Glarus', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Glarus', 'Glarner']",1.0,1.0
11510,14 Novembre 1781,1781-01-14,SCHWERDT,1.0,Hr. Doctor Jericho von Wisbaadten Occulist.,11510.0,4649541.txt,1781-11,229.0,236.0,Jericho,0.7415,35212.0,Jericho,http://de.wikipedia.org/wiki/Jericho,Jericho,"['Antike israelische Stadt', 'Jericho', 'Ort im Westjordanland', 'Ort in der Bibel']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Jericho'],1.0,1.0
11511,14 Novembre 1781,1781-01-14,SCHWERDT,1.0,Robert. Mr Gand de Barleduc.,11511.0,4649541.txt,1781-11,273.0,277.0,Gand,0.6725,24417.0,Gent,http://de.wikipedia.org/wiki/Gent,Gent,"['Ehemalige Hauptstadt (Belgien)', 'Flämische Provinzhauptstadt', 'Gent', 'Hochschul- oder Universitätsstadt', 'Ort an der Schelde', 'Ort in der Provinz Ostflandern', 'Ort mit Seehafen', 'Welterbekandidat in Belgien', 'Welterbekandidat in Europa']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Gent', 'Sint-Amandsberg', 'Gent-Ledeberg', 'Afsnee', 'Gand']",1.0,1.0
11513,14 Novembre 1781,1781-01-14,SCHWERDT,1.0,Moffu de Troyes.,11513.0,4649541.txt,1781-11,330.0,336.0,Troyes,0.8118,134787.0,Troyes,http://de.wikipedia.org/wiki/Troyes,Troyes,"['Ort an der Seine', 'Ort in Grand Est', 'Präfektur in Frankreich', 'Stadt in Frankreich', 'Troyes']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Troyes'],1.0,1.0
11514,14 Novembre 1781,1781-01-14,SCHWERDT,1.0,Oertle von Appenzell.,11514.0,4649541.txt,1781-11,349.0,358.0,Appenzell,0.7192,573354.0,Appenzell (Ort),http://de.wikipedia.org/wiki/Appenzell_%28Ort%29,Appenzell,"['Appenzell (Bezirk)', 'Ersterwähnung 1071', 'Geographie (Schwende-Rüte)', 'Ort im Kanton Appenzell Innerrhoden', 'Ortsbild von nationaler Bedeutung im Kanton Appenzell Innerrhoden']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Appenzell', 'Appenzeller']",1.0,1.0
11516,14 Novembre 1781,1781-01-14,ADLER,3.0,Friederich Jung von Etingen.,11516.0,4649541.txt,1781-11,418.0,425.0,Etingen,0.8609,999084.0,Etingen,http://de.wikipedia.org/wiki/Etingen,Etingen,"['Ehemalige Gemeinde (Landkreis Börde)', 'Ersterwähnung 961', 'Gemeindeauflösung 2010', 'Geographie (Oebisfelde-Weferlingen)', 'Ort im Landkreis Börde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Etingen'],1.0,1.0
11517,14 Novembre 1781,1781-01-14,ADLER,3.0,Frau Stögerin von Augspurg.      3 Landl.,11517.0,4649541.txt,1781-11,462.0,467.0,Landl,0.8038,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
11518,14 Novembre 1781,1781-01-14,ADLER,3.0,"Spengelerin von Schaffhausen,",11518.0,4649541.txt,1781-11,485.0,497.0,Schaffhausen,0.8067,64155.0,Schaffhausen,http://de.wikipedia.org/wiki/Schaffhausen,Schaffhausen,"['Ersterwähnung 1045', 'Hauptort eines Kantons (Schweiz)', 'Klettgau', 'Ort am Hochrhein', 'Ort im Kanton Schaffhausen', 'Ortsbild von nationaler Bedeutung im Kanton Schaffhausen', 'Reichsstadt', 'Schaffhausen', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Schaffhausen', 'Schaffhauser', 'Stadt Schaffhausen', 'Bombardierung von Schaffhausen', 'Schafhausen']",1.0,1.0
11519,14 Novembre 1781,1781-01-14,ROTHHAUS,4.0,Mr. Fafsanno de Milan.        10 Landl.,11519.0,4649541.txt,1781-11,462.0,467.0,Landl,0.8038,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
11522,14 Novembre 1781,1781-01-14,ROTHHAUS,4.0,"Muschbach von Basel f. 2,",11522.0,4649541.txt,1781-11,624.0,629.0,Basel,0.7491,8509.0,Basel,http://de.wikipedia.org/wiki/Basel,Basel,"['Basel', 'Hauptort eines Kantons (Schweiz)', 'Hochschul- oder Universitätsstadt in der Schweiz', 'Ort am Hochrhein', 'Ort am Oberrhein', 'Ort an der Wiese', 'Ort im Kanton Basel-Stadt', 'Ort mit Binnenhafen', 'Ortsbild von nationaler Bedeutung im Kanton Basel-Stadt', 'Reichsstadt', 'Schweizer Gemeinde', 'Stadt als Namensgeber für einen Asteroiden', 'Stadtrechtsverleihung 1264']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Basel', 'Basler', 'Stadt Basel', 'Basel-Gasfabrik', 'Bâle']",1.0,1.0
11523,14 Novembre 1781,1781-01-14,ROTHHAUS,4.0,"Joh. Zülly von Egnach f. 2,",11523.0,4649541.txt,1781-11,651.0,657.0,Egnach,0.8283,255874.0,Egnach,http://de.wikipedia.org/wiki/Egnach,Egnach,"['Egnach', 'Ort am Bodensee', 'Ort im Kanton Thurgau', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Egnach'],1.0,1.0
11528,14 Novembre 1781,1781-01-14,HIRSCHEN,5.0,Hr. Michael Kern von Bamberg f. 2. Musi.,11528.0,4649541.txt,1781-11,800.0,807.0,Bamberg,0.7893,11034.0,Bamberg,http://de.wikipedia.org/wiki/Bamberg,Bamberg,"['Bamberg', 'Deutsche Universitätsstadt', 'Ehemaliger Residenzort in Bayern', 'Kreisfreie Stadt in Bayern', 'Namensgeber (Marskrater)', 'Obermainland', 'Ort am Main', 'Ort an der Regnitz', 'Ort mit Binnenhafen', 'Stadt als Namensgeber für einen Asteroiden', 'Welterbestätte in Deutschland', 'Welterbestätte in Europa', 'Weltkulturerbestätte']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Bamberg', 'Bamberger', 'Stadtwerke Bamberg', 'Alt-Bamberg', 'Art. 5/III']",1.0,1.0
11530,14 Novembre 1781,1781-01-14,HIRSCHEN,5.0,Jacob Ruthishauser von Güttingen.,11530.0,4649541.txt,1781-11,871.0,884.0,von Güttingen,0.716,11061413.0,Güttingen (Adelsgeschlecht),http://de.wikipedia.org/wiki/G%C3%BCttingen_%28Adelsgeschlecht%29,Güttingen,"['Geschichte (Kanton Thurgau)', 'Güttingen', 'Schweizer Adelsgeschlecht']","['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Von Güttingen', 'Güttingen', 'Burg Moosburg']",1.0,1.0
11531,14 Novembre 1781,1781-01-14,HIRSCHEN,5.0,"Kühnhold von Nürnberg,",11531.0,4649541.txt,1781-11,899.0,907.0,Nürnberg,0.7848,3574.0,Nürnberg,http://de.wikipedia.org/wiki/N%C3%BCrnberg,Nürnberg,"['Ehemalige Kreisstadt in Bayern', 'Ehemaliger Residenzort in Bayern', 'Ersterwähnung 1050', 'Gemeinde in Bayern', 'Kreisfreie Stadt in Bayern', 'Nürnberg', 'Ort an der Pegnitz', 'Ort mit Binnenhafen', 'Reichsstadt in Bayern', 'Stadt als Namensgeber für einen Asteroiden', 'Träger des Europapreises']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Nürnberg', 'Stadt Nürnberg', 'Nürnberger', 'Noris', 'Nymphe Noris']",1.0,1.0
11534,14 Novembre 1781,1781-01-14,HIRSCHEN,5.0,"3 Landl.        3 Handw,",11534.0,4649541.txt,1781-11,462.0,467.0,Landl,0.8038,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
11543,14 Novembre 1781,1781-01-14,SCHWANEN,9.0,"Hr. Joh. Schmid von Hitzkirch        4 Landl,",11543.0,4649541.txt,1781-11,462.0,467.0,Landl,0.8038,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
11544,14 Novembre 1781,1781-01-14,SCHWANEN,9.0,Abraham Straub von Neukirch f. 2.,11544.0,4649541.txt,1781-11,1353.0,1361.0,Neukirch,0.6761,11054648.0,Neukirch (Egnach),http://de.wikipedia.org/wiki/Neukirch_%28Egnach%29,Neukirch,"['Egnach', 'Ort im Kanton Thurgau']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Neukirch', 'Neukirch-Egnach']",1.0,1.0
11546,15 Novembre 1781,1781-01-15,SCHWERDT,1.0,Frölich von St. Urban.                3 Schwaben.,11546.0,4649543.txt,1781-11,96.0,105.0,St. Urban,0.7359,758446.0,Pfaffnau,http://de.wikipedia.org/wiki/Pfaffnau,Pfaffnau,"['Ersterwähnung 893', 'Ort im Kanton Luzern', 'Pfaffnau', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Pfaffnau', 'St. Urban', 'St. Urban LU']",1.0,1.0
11547,15 Novembre 1781,1781-01-15,SCHWERDT,1.0,"Pfister de Marseille, Mr. Elbling de Paris.",11547.0,4649543.txt,1781-11,145.0,154.0,Marseille,0.8085,3364.0,Marseille,http://de.wikipedia.org/wiki/Marseille,Marseille,"['Antike griechische Stadt', 'Hauptstadt einer französischen Region', 'Hochschul- oder Universitätsstadt in Frankreich', 'Ionische Stadtgründung', 'Marseille', 'Ort in Provence-Alpes-Côte d’Azur', 'Ort mit Seehafen', 'Präfektur in Frankreich', 'Stadt in Frankreich', 'Wikipedia:Artikel mit Video']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Marseille', 'Massilia', 'Massalia', 'Canebière', 'Musée d’Art Contemporain']",1.0,1.0
11549,15 Novembre 1781,1781-01-15,SCHWERDT,1.0,Miller von Glarus.,11549.0,4649543.txt,1781-11,218.0,224.0,Glarus,0.814,1913.0,Glarus,http://de.wikipedia.org/wiki/Glarus,Glarus,"['Ersterwähnung im 8. Jahrhundert', 'Glarus', 'Hauptort eines Kantons (Schweiz)', 'Ort im Kanton Glarus', 'Ortsbild von nationaler Bedeutung im Kanton Glarus', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Glarus', 'Glarner']",1.0,1.0
11550,15 Novembre 1781,1781-01-15,SCHWERDT,1.0,Robert. Mr. Gand de Barleduc.,11550.0,4649543.txt,1781-11,238.0,242.0,Gand,0.6717,24417.0,Gent,http://de.wikipedia.org/wiki/Gent,Gent,"['Ehemalige Hauptstadt (Belgien)', 'Flämische Provinzhauptstadt', 'Gent', 'Hochschul- oder Universitätsstadt', 'Ort an der Schelde', 'Ort in der Provinz Ostflandern', 'Ort mit Seehafen', 'Welterbekandidat in Belgien', 'Welterbekandidat in Europa']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Gent', 'Sint-Amandsberg', 'Gent-Ledeberg', 'Afsnee', 'Gand']",1.0,1.0
11551,15 Novembre 1781,1781-01-15,SCHWERDT,1.0,Mostu de Troyes. Hr. Josephj von Costanz.,11551.0,4649543.txt,1781-11,265.0,271.0,Troyes,0.8129,134787.0,Troyes,http://de.wikipedia.org/wiki/Troyes,Troyes,"['Ort an der Seine', 'Ort in Grand Est', 'Präfektur in Frankreich', 'Stadt in Frankreich', 'Troyes']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Troyes'],1.0,1.0
11553,15 Novembre 1781,1781-01-15,SCHWERDT,1.0,Oertle von Appenzell.,11553.0,4649543.txt,1781-11,338.0,347.0,Appenzell,0.7181,573354.0,Appenzell (Ort),http://de.wikipedia.org/wiki/Appenzell_%28Ort%29,Appenzell,"['Appenzell (Bezirk)', 'Ersterwähnung 1071', 'Geographie (Schwende-Rüte)', 'Ort im Kanton Appenzell Innerrhoden', 'Ortsbild von nationaler Bedeutung im Kanton Appenzell Innerrhoden']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Appenzell', 'Appenzeller']",1.0,1.0
11555,15 Novembre 1781,1781-01-15,STORCHEN,2.0,Geörg Bidermann von Bideren s. 2.,11555.0,4649543.txt,1781-11,412.0,419.0,Bideren,0.8123,4300528.0,Autevielle-Saint-Martin-Bideren,http://de.wikipedia.org/wiki/Autevielle-Saint-Martin-Bideren,Autevielle-Saint-Martin-Bideren,"['Gemeindegründung 1842', 'Ort in Nouvelle-Aquitaine']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Autevielle-Saint-Martin-Bideren', 'Bideren', 'Autevielle']",1.0,1.0
11556,15 Novembre 1781,1781-01-15,STORCHEN,2.0,Peter Westj von Wallenstadt.,11556.0,4649543.txt,1781-11,442.0,453.0,Wallenstadt,0.7597,329194.0,Walenstadt,http://de.wikipedia.org/wiki/Walenstadt,Walenstadt,"['Ort im Kanton St. Gallen', 'Ortsbild von nationaler Bedeutung im Kanton St. Gallen', 'Schweizer Gemeinde', 'Walenstadt']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']","['Walenstadt', 'Knoblisbühl', 'Wallenstadt']",1.0,1.0
11557,15 Novembre 1781,1781-01-15,STORCHEN,2.0,Kramer von Oberdorff am Neckar.,11557.0,4649543.txt,1781-11,466.0,475.0,Oberdorff,0.8362,2721295.0,Oberdorff,http://de.wikipedia.org/wiki/Oberdorff,Oberdorff,"['Oberdorff', 'Ort in Grand Est']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Oberdorff'],1.0,1.0
11558,15 Novembre 1781,1781-01-15,STORCHEN,2.0,40 Schwaben. 3 Landl. 3 Handw.,11558.0,4649543.txt,1781-11,502.0,507.0,Landl,0.8028,999054.0,Landl,http://de.wikipedia.org/wiki/Landl,Landl,"['Eisenwurzen', 'Ennstaler Alpen', 'Gemeindegründung 2015', 'Hochschwab', 'Katastralgemeinde im Bezirk Liezen', 'Ort an der Enns', 'Salza (Enns)', 'Ybbstaler Alpen']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Landl'],1.0,1.0
11559,15 Novembre 1781,1781-01-15,ADLER,3.0,Hr. Joseph Frey von Hitzkirch.,11559.0,4649543.txt,1781-11,546.0,555.0,Hitzkirch,0.8506,460601.0,Hitzkirch,http://de.wikipedia.org/wiki/Hitzkirch,Hitzkirch,"['Ersterwähnung 1230', 'Hitzkirch', 'Ort im Kanton Luzern', 'Ortsbild von nationaler Bedeutung im Kanton Luzern', 'Schweizer Gemeinde']","['http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location']",['Hitzkirch'],1.0,1.0
